Nombre,Editorial,Año,Suma de Ventas Millones
Pac 'n Roll,Namco Bandai Games,2005,0.12
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,Hackberry,2008,0.03
Pachinko Kaou: Misora Hibari,Hackberry,2007,0.02
Pachinko Wars II,Coconuts Japan,1993,0.05
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,Irem Software Engineering,2006,0.06
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,Irem Software Engineering,2007,0.05
PachiPara 15: Super Umi Monogatari in Okinawa 2,Irem Software Engineering,2010,0.02
PachiPara 3D,Irem Software Engineering,2011,0.02
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,Irem Software Engineering,2012,0.02
Pachi-Slot Aruze Oukoku 2,Aruze Corp,1999,0.54
Pachi-Slot Aruze Oukoku 3,Aruze Corp,2000,0.11
Pachi-Slot Aruze Oukoku 4,Aruze Corp,2000,0.52
Pachi-Slot Higrashi no Naku Koro ni Matsuri,Alchemist,2010,0.02
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,Syscom,1998,0.16
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",Media Entertainment,2002,0.01
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,Hackberry,2007,0.09
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,Hackberry,2007,0.03
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,Hackberry,2007,0.08
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,Hackberry,2008,0.05
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,Hackberry,2010,0.01
Pacific Liberator,Zoo Games,2009,0.03
Pac-Man,Atari,1982,7.8100000000000005
Pac-Man,Namco Bandai Games,1984,1.22
Pac-Man & Galaga Dimensions,Namco Bandai Games,2011,0.19
Pac-Man All-Stars,Namco Bandai Games,2011,0.36
PAC-MAN and the Ghostly Adventures,Namco Bandai Games,2013,0.31
Pac-Man and the Ghostly Adventures 2,Namco Bandai Games,2014,0.38999999999999996
Pac-Man Collection,Atari,2001,2.94
Pac-Man Fever,Sony Computer Entertainment,2001,0.52
Pac-Man Party,Namco Bandai Games,2010,0.61
Pac-Man Party 3D,Namco Bandai Games,2011,0.14
Pac-Man Pinball Advance,Zoo Digital Publishing,2005,0.11
Pac-Man Player's Choice Bundle,Namco Bandai Games,2003,0.62
Pac-Man Power Pack,Namco Bandai Games,2008,0.08
Pac-Man World,Namco Bandai Games,1998,1.49
Pac-Man World 2,Namco Bandai Games,2002,2.01
Pac-Man World 2,Nintendo,2002,0.36000000000000004
Pac-Man World 2,Zoo Digital Publishing,2005,0.11
Pac-Man World 3,Namco Bandai Games,2005,0.71
Pac-Man World Rally,Namco Bandai Games,2006,0.14
Pac-Man: Adventures in Time,Sony Computer Entertainment,2006,2.63
Pac-Pix,Namco Bandai Games,2005,0.27
Paddington: Adventures in London,Koch Media,2015,0.04
Painkiller,DreamCatcher Interactive,2004,0.02
Painkiller: Hell & Damnation,Nordic Games,2013,0.06
Painkiller: Hell Wars,DreamCatcher Interactive,2006,0.04
Pajama Sam: Don't Fear The Dark,Atari,2008,0.09999999999999999
Pajama Sam: You are What You Eat From Your Head to Your Feet,Infogrames,2001,0.03
Palais de Reine,Interchannel-Holon,2007,0.01
Pandemonium 2,BMG Interactive Entertainment,1997,0.06
Pandemonium!,BMG Interactive Entertainment,1996,0.21
Pandora's Tower,Nintendo,2011,0.34
PANGYA: Fantasy Golf,Takara Tomy,2009,0.14
Panzer Dragoon,Sega,1995,0.37
Panzer Dragoon II Zwei,Sega,1995,0.31
Panzer Dragoon Orta,Sega,2002,0.26
Panzer Dragoon Saga,Sega,1997,0.11
Panzer General,Mindscape,1995,0.25
Panzer Tactics,10TACLE Studios,2007,0.06
Paper Mario,Nintendo,2000,1.37
Paper Mario: Sticker Star,Nintendo,2012,2.2700000000000005
Paper Mario: The Thousand-Year Door,Nintendo,2004,2.25
Paperboy,Midway Games,1999,0.24
Paperboy / Rampage,Zoo Digital Publishing,2005,0.14
Paragon,Epic Games,2016,0.01
Paranormal Pursuit: The Gifted One,Alawar Entertainment,2015,0.01
ParaParaParadise,Konami Digital Entertainment,2001,0.03
PaRappa The Rapper,Sony Computer Entertainment,1996,1.91
PaRappa The Rapper,Sony Computer Entertainment,2006,0.13
PaRappa The Rapper 2,Sony Computer Entertainment,2001,0.14
Parasite Eve,SquareSoft,1998,2.1
Parasite Eve II,SquareSoft,1999,0.5800000000000001
ParaWorld,Deep Silver,2006,0.02
Parfait,TGL,2015,0.03
Parfait: Chocolat Second Style,Alchemist,2006,1.21
Pariah,Hip Interactive,2005,0.1
Paris-Dakar Rally,Acclaim Entertainment,2001,0.16
Parlor! Mini 2,Nippon Telenet,1996,0.07
Parlor! Mini 4,Nippon Telenet,1996,0.19
Parodius,Konami Digital Entertainment,1994,0.33
Parodius,Konami Digital Entertainment,1995,0.16
Party Pigs: Farmyard Games,Data Design Interactive,2009,0.07
Pass the Pigs,THQ,2008,0.22
Pastel Chime Continue,5pb,2010,0.02
Patapon,Sony Computer Entertainment,2007,0.8200000000000001
Patapon 2,Sony Computer Entertainment,2008,0.1
Patapon 3,Sony Computer Entertainment,2011,0.28
Patrician IV,Kalypso Media,2010,0.03
Patrician IV: Gold Edition,Kalypso Media,2011,0.01
Pawly Pets: My Vet Practice,Ubisoft,2007,0.06999999999999999
Paws & Claws Pet Vet: Australian Adventures,THQ,2009,0.11
Paws & Claws: Dogs & Cats Best Friends,THQ,2007,0.51
Paws & Claws: Marine Rescue,THQ,2011,0.06
Paws & Claws: Pampered Pets,THQ,2009,0.38
Paws & Claws: Pampered Pets 2,THQ,2011,0.06
Paws & Claws: Pet Resort,THQ,2006,0.16
Paws & Claws: Pet Resort,THQ,2008,0.24
Paws & Claws: Pet Resort,THQ,2009,0.11
Paws & Claws: Pet Vet,THQ,2007,0.65
Paws & Claws: Pet Vet,THQ,2009,0.09999999999999999
Paws & Claws: Pet Vet 2,THQ,2007,0.14
Paws & Claws: Regal Resort,THQ,2010,0.04
Payday 2,505 Games,2013,1.0699999999999998
Payday 2,505 Games,2015,0.43
PBR: Out of the Chute,Crave Entertainment,2008,0.34
PC Engine Best Collection: Tengai Makyou Collection,Hudson Soft,2008,0.02
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,Hudson Soft,2008,0.01
PD Ultraman Battle Collection 64,Namco Bandai Games,1999,0.04
PDC World Championship Darts 2008,Oxygen Interactive,2008,0.24
PDC World Championship Darts 2009,Oxygen Interactive,2009,0.02
PDC World Championship Darts: Pro Tour,O-Games,2010,0.25
Peak Performance,JVC,1997,0.03
Pebble Beach Golf Links,Sega,1994,0.02
Peggle Nights,PopCap Games,2008,0.01
Peggle: Dual Shot,PopCap Games,2009,0.12
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,D3Publisher,2010,0.02
Pen 1 Grand Prix: Penguin no Mondai Special,Konami Digital Entertainment,2009,0.16
Pengo,Atari,1983,0.4
Penguin no Mondai X: Tenkuu no 7 Senshi,Konami Digital Entertainment,2009,0.19
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,Konami Digital Entertainment,2008,0.29
Penguin no Mondai: The World,Konami Digital Entertainment,2010,0.1
Penguins of Madagascar,Namco Bandai Games,2014,0.11
Penny Racers,Sony Computer Entertainment,1996,0.25
Penny Racers,THQ,1998,0.060000000000000005
Penny Racers Party: Turbo-Q Speedway,Takara Tomy,2008,0.08
PenPen TriIceLon,Infogrames,1998,0.06
Peppa Pig: Fun and Games,Ubisoft,2010,0.8099999999999999
Peppa Pig: The Game,Pinnacle,2008,0.8799999999999999
Peppa Pig: The Game,Pinnacle,2009,0.38
Peppa Pig: Theme Park Fun,P2 Games,2011,0.32
Percy Jackson and the Olympians: The Lightning Thief,Activision,2010,0.25
Perfect Dark,Nintendo,2000,2.52
Perfect Dark Zero,Microsoft Game Studios,2005,0.77
Perfect Weapon,American Softworks,1996,0.24
Period Cube: Torikago no Amadeus,Idea Factory,2016,0.01
Persona,Atlus,1995,0.44999999999999996
Persona 2: Eternal Punishment,Atlus,2000,0.35000000000000003
Persona 2: Eternal Punishment,Atlus,2012,0.05
Persona 4: Arena,Atlus,2012,0.87
Persona 4: Arena Ultimax,Atlus,2014,0.22
Persona 4: Dancing All Night,Nippon Ichi Software,2015,0.45
Persona 4: Golden,Atlus,2012,1.39
Persona 5,Atlus,2016,0.34
Persona 5,Unknown,2016,0.1
Persona Q: Shadow of the Labyrinth,Nippon Ichi Software,2014,0.71
Personal Trainer: Cooking,Nintendo,2006,3.1100000000000003
Personal Trainer: Math,Nintendo,2007,1.7000000000000002
Personal Trainer: Walking,Nintendo,2008,0.78
PES 2009: Pro Evolution Soccer,Konami Digital Entertainment,2008,5.629999999999999
PES 2009: Pro Evolution Soccer,Konami Digital Entertainment,2009,0.44999999999999996
Pet Alien: An Intergalactic Puzzlepalooza,Game Factory,2007,0.03
Pet in TV,Sony Computer Entertainment,1997,0.41000000000000003
Pet Pals: Animal Doctor,JoWood Productions,2008,0.14
Pet Pals: New Leash on Life,Destineer,2010,0.05
Pet Shop Monogatari DS 2,Taito,2010,0.01
Pet Vet: Down Under,Deep Silver,2009,0.04
Peter Jackson's King Kong: The Official Game of the Movie,Ubisoft,2005,3.39
Peter Jacobsen's Golden Tee Golf,Infogrames,2000,0.13
Peter Pan in Disney's Return to Never Land,Sony Computer Entertainment,2002,0.02
Petz Bunnyz,Ubisoft,2008,0.43
Petz Bunnyz Bunch,Ubisoft,2011,0.05
Petz Catz Clan,Ubisoft,2008,0.5599999999999999
Petz Dogz 2,Ubisoft,2007,2.25
Petz Dogz Fashion,Ubisoft,2008,0.8500000000000001
Petz Fantasy 3D,Ubisoft,2011,0.07
Petz Fantasy: Moonlight Magic,Ubisoft,2010,0.12
Petz Fantasy: Sunshine Magic,Ubisoft,2010,0.07
Petz Fashion: Dogz & Catz,Ubisoft,2009,0.11
Petz Hamsterz Superstarz,Ubisoft,2009,0.09999999999999999
Petz Monkeyz House,Ubisoft,2008,0.22
Petz Nursery,Ubisoft,2009,0.5700000000000001
Petz Pony: Beauty Pageant,Ubisoft,2009,0.19
Petz Puppyz & Kittenz,Ubisoft,2011,0.13
Petz Rescue: Endangered Paradise,Ubisoft,2008,0.22999999999999998
Petz Rescue: Ocean Patrol,Ubisoft,2008,0.38
Petz Rescue: Wildlife Vet,Ubisoft,2008,0.61
Petz Sports,Ubisoft,2008,0.47
Petz Wild Animals: Dolphinz,Ubisoft,2007,1.3199999999999998
Petz Wild Animals: Tigerz,Ubisoft,2008,0.5700000000000001
Petz: Catz 2,Ubisoft,2006,0.37
Petz: Catz 2,Ubisoft,2007,1.47
Petz: Catz Playground,Ubisoft,2010,0.03
Petz: Crazy Monkeyz,Ubisoft,2008,0.25
Petz: Dogz Family,Ubisoft,2009,0.08
Petz: Dogz Pack,Ubisoft,2008,0.6100000000000001
Petz: Dogz Talent Show,Ubisoft,2009,0.15000000000000002
Petz: Dolphinz Encounter,Ubisoft,2009,0.02
Petz: Hamsterz Bunch,Ubisoft,2009,0.06999999999999999
Petz: Hamsterz Life 2,Ubisoft,2007,0.53
Petz: Horse Club,Ubisoft,2008,0.22
Petz: Horseshoe Ranch,Ubisoft,2009,0.17
Petz: Horsez 2,Ubisoft,2007,1.12
Petz: Saddle Club,Ubisoft,2009,0.09
PGA European Tour,Infogrames,2000,0.01
PGA Tour 96,Electronic Arts,1995,0.24
PGA Tour 97,Electronic Arts,1996,0.29000000000000004
PGR: Project Gotham Racing 2,Microsoft Game Studios,2003,1.67
PGR3 - Project Gotham Racing 3,Microsoft Game Studios,2005,0.6
PGR4 - Project Gotham Racing 4,Microsoft Game Studios,2007,2.04
Phantasy Star Ã˜,Sega,2008,0.37
Phantasy Star Collection,Atari,2002,0.11
Phantasy Star Nova,Sega,2014,0.19
Phantasy Star Online,Sega,2000,0.2
Phantasy Star Online 2,Sega,2013,0.16
Phantasy Star Online 2 Episode 4: Deluxe Package,Sega,2017,0.04
Phantasy Star Online 2: Episode 3 Deluxe Package,Sega,2015,0.03
Phantasy Star Online Episode I & II,Infogrames,2002,0.46
Phantasy Star Online Episode I & II,Sega,2003,0.15
Phantasy Star Online Episode I & II Plus,Sega,2003,0.05
Phantasy Star Online Episode III: C.A.R.D. Revolution,Sega,2003,0.08
Phantasy Star Online Ver. 2,Sega,2001,0.19
Phantasy Star Portable,Sega,2008,0.9299999999999999
Phantasy Star Portable 2,Sega,2009,0.8699999999999999
Phantasy Star Portable 2: Infinity,Sega,2011,0.37
Phantasy Star Universe,Sega,2006,0.31
Phantasy Star Universe: Ambition of the Illuminus,Sega,2007,0.26
Phantom Brave,Tecmo Koei,2004,0.14
Phantom Brave: The Hermuda Triangle,Nippon Ichi Software,2010,0.09
Phantom Brave: We Meet Again,Nippon Ichi Software,2009,0.13999999999999999
Phantom Breaker,5pb,2011,0.04
Phantom Crash,Phantagram,2002,0.05
Phantom Dust,Microsoft Game Studios,2004,0.1
Phantom Kingdom Portable,Nippon Ichi Software,2011,0.04
Pharaoh,Vivendi Games,1998,0.02
Pheasants Forever Wingshooter,Unknown,2010,0.05
Philosoma,Sony Computer Entertainment,1995,0.05
Phineas and Ferb,Disney Interactive Studios,2009,1.86
Phineas and Ferb Ride Again,Disney Interactive Studios,2010,0.31
Phineas and Ferb: Across the 2nd Dimension,Disney Interactive Studios,2011,1.48
Phoenix,Atari,1981,0.44
Phoenix Wright: Ace Attorney,Capcom,2005,1
Phoenix Wright: Ace Attorney - Dual Destinies,Capcom,2013,0.38
Phoenix Wright: Ace Attorney - Justice for All,Capcom,2006,0.5800000000000001
Phoenix Wright: Ace Attorney - Trials and Tribulations,Capcom,2007,0.6699999999999999
Phoenix Wright: Ace Attorney Trilogy,Capcom,2014,0.02
Phoenix Wright: Revived Turnabout,Capcom,2008,0.04
PhotoKano,Kadokawa Shoten,2012,0.09
PhotoKano,Kadokawa Shoten,2013,0.07
Pia Carrot e Youkoso!! 2.5,NEC Interchannel,2008,0.04
Picross 2,Nintendo,1996,0.35
Picross 3D,Nintendo,2009,0.52
Picross 3D 2,Nintendo,2015,0.11
Picross DS,Nintendo,2007,0.51
Pictionary,THQ,2010,1.06
Pictionary: Ultimate Edition,THQ,2011,0.47
PictoImage,Sega,2007,0.11
Picture Perfect Hair Salon,505 Games,2009,0.08
Piglet's Big Game,Gotham Games,2003,0.15000000000000002
Piglet's Big Game,THQ,2003,0.05
Pikmin,Nintendo,2001,1.6300000000000001
Pikmin 2,Nintendo,2004,1.2000000000000002
Pikmin 3,Nintendo,2013,1.11
Pillars of Eternity,Paradox Interactive,2014,0.01
Pillow Pets,GameMill Entertainment,2011,0.09999999999999999
Pilot Academy,Rising Star Games,2006,0.01
Pilot ni Narou! 2,Victor Interactive,2001,0.08
Pilotwings,Nintendo,1990,1.13
Pilotwings 64,Nintendo,1996,1.12
PilotWings Resort,Nintendo,2011,0.96
Pimp My Ride,Activision,2006,0.12000000000000001
Pimp My Ride,Activision,2008,0.11
Pimp My Ride: Street Racing,Activision,2009,0.11000000000000001
Pinball,Nintendo,1984,1.85
Pinball Hall of Fame: The Gottlieb Collection,Crave Entertainment,2004,0.08
Pinball Hall of Fame: The Gottlieb Collection,Crave Entertainment,2005,0.05
Pinball Hall of Fame: The Gottlieb Collection,Play It,2004,0.32
Pinball Hall of Fame: The Gottlieb Collection,Play It,2005,0.23
Pinball Hall of Fame: The Gottlieb Collection,System 3 Arcade Software,2006,0.14
Pinball Hall of Fame: The Williams Collection,Crave Entertainment,2009,0.34
Pinball Hall of Fame: The Williams Collection,Crave Entertainment,2011,0.09999999999999999
Pinball Hall of Fame: The Williams Collection,System 3 Arcade Software,2008,0.6
Pinball Tycoon,Ignition Entertainment,2002,0.04
Ping Pals,THQ,2004,0.11
Pinkalicious,GameMill Entertainment,2011,0.28
Pinobee: Wings of Adventure,Hudson Entertainment,2001,0.08
Pipe Dreams 3D,Empire Interactive,2001,0.14
Pipe Mania,Empire Interactive,2008,0.31
Pippa Funnell 2: Farm Adventures,Ubisoft,2007,0.01
Pippa Funnell: Ranch Rescue,Ubisoft,2007,0.02
Pirates of the Burning Sea,Koch Media,2008,0.01
Pirates of the Caribbean,Ubisoft,2003,0.29
Pirates of the Caribbean: At World's End,Disney Interactive Studios,2007,2.71
Pirates of the Caribbean: Dead Man's Chest,Disney Interactive Studios,2006,1
Pirates of the Caribbean: The Curse of the Black Pearl,TDK Mediactive,2003,1.29
Pirates of the Caribbean: The Legend of Jack Sparrow,Ubisoft,2006,0.24
Pirates PlundArrr,Majesco Entertainment,2010,0.02
Pirates vs Ninja Dodgeball,SouthPeak Games,2009,0.05
Pirates: Duels on the High Seas,Oxygen Interactive,2008,0.03
Pirates: Hunt For Blackbeard's Booty,Activision,2008,0.18
Pirates: Legend of the Black Buccaneer,10TACLE Studios,2006,0.02
Pirates: The Legend of Black Kat,Electronic Arts,2002,0.2
Pitball,Time Warner Interactive,1996,0.02
Pitfall 3D: Beyond the Jungle,Activision,1998,0.31999999999999995
Pitfall II: Lost Caverns,Activision,1983,1.31
Pitfall!,Activision,1981,4.5
Pitfall: The Big Adventure,Activision,2008,0.24000000000000002
Pitfall: The Lost Expedition,Activision,2003,0.07
Pitfall: The Lost Expedition,Activision,2004,0.35000000000000003
Pitfall: The Mayan Adventure,Interplay,2001,0.28
PixelJunk Monsters Deluxe,Sony Computer Entertainment,2010,0.12
Pizza Delivery Boy,Majesco Entertainment,2010,0.06
Planescape: Torment,Interplay,1998,0.04
Planet 51,Sega,2009,0.8400000000000001
Planet Monsters,Titus,2001,0.01
Planet of the Apes,Ubisoft,2001,0.03
Planet Puzzle League,Nintendo,2007,0.32
Planetarian: Chiisana Hoshi no Yume,Prototype,2009,0.02
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,Sega,2006,0.02
Plants vs. Zombies,Mastertronic,2011,1.18
Plants vs. Zombies,PopCap Games,2009,0.05
Plants vs. Zombies,PopCap Games,2010,0.26
Plants vs. Zombies,PopCap Games,2011,0.19
Plants vs. Zombies: Garden Warfare,Electronic Arts,2014,3.2399999999999998
Plants vs. Zombies: Garden Warfare 2,Electronic Arts,2016,0.9400000000000001
Platinum Sudoku,Ubisoft,2007,0.04
Platypus,Funsta,2006,0.02
Playboy: The Mansion,Ubisoft,2005,0.30000000000000004
Playmobil Circus,Mindscape,2009,0.09
Playmobil Knights,Mindscape,2009,0.05
Playmobil Pirates,Mindscape,2009,0.09
Playmobil Top Agents,JoWood Productions,2010,0.04
PlayStation All-Stars Battle Royale,Sony Computer Entertainment,2012,1.4800000000000002
PlayStation Move Heroes,Sony Computer Entertainment,2011,0.16999999999999998
Plushees,Destineer,2008,0.01
Pocket Dogs,Agatsuma Entertainment,2004,0.08
Pocket Fighter,Capcom,1998,0.03
Pocket Fighter,Virgin Interactive,1997,0.22999999999999998
Pocket Monsters Stadium,Nintendo,1998,1.37
Pocket Pets,O3 Entertainment,2007,0.11
Pocket Pool,Conspiracy Entertainment,2007,0.04
Pocket Soccer League: Calciobit,Nintendo,2012,0.11
Pocky & Rocky with Becky,Altron,2001,0.07
PO'ed,Time Warner Interactive,1996,0.03
Point Blank,Sony Computer Entertainment,1997,0.33
Point Blank 2,Namco Bandai Games,1998,0.04
Point Blank 3,Namco Bandai Games,2000,0.02
Point Blank DS (JP sales),Atari,2006,0.07
Point Blank DS (US sales),Atari,2006,0.05
PokÃ©mon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,Nintendo,2004,0.16999999999999998
PokÃ©mon Colosseum,Nintendo,2003,2.5499999999999994
PokÃ©mon Crystal Version,Nintendo,2000,6.39
PokÃ©mon Emerald Version,Nintendo,2004,6.420000000000001
PokÃ©mon I Choose You / Squirtle Squad Game Boy Advance Video,Nintendo,2004,0.18
PokÃ©mon Mystery Dungeon: Blue Rescue Team,Nintendo,2005,2.05
PokÃ©mon Mystery Dungeon: Red Rescue Team (US weekly sales),Nintendo,2005,1.1300000000000001
PokÃ©mon Platinum Version,Nintendo,2008,7.839999999999999
PokÃ©mon Stadium 2,Nintendo,2000,2.7399999999999998
PokÃ©mon Trading Card Game,Nintendo,1998,3.6999999999999997
PokÃ©mon Yellow: Special Pikachu Edition,Nintendo,1998,14.64
PokÃ©mon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,Nintendo,2004,0.12
PokÃ©mon: Johto Photo Finish: Game Boy Advance Video,N/A,2004,0.15
PokÃ©Park Wii: Pikachu's Adventure,Nintendo,2009,1.2000000000000002
Pokemon Art Academy,Nintendo,2014,0.49
Pokemon Battle Revolution,Nintendo,2006,1.6100000000000003
Pokemon Black 2/Pokemon White 2,Nintendo,2012,8.34
Pokemon Black/Pokemon White,Nintendo,2010,15.32
Pokemon Box: Ruby & Sapphire,Nintendo,2003,0.28
Pokemon Card GB2: Here Comes Team GR!,Nintendo,2001,0.89
Pokemon Channel,Nintendo,2003,0.38
Pokemon Conquest,Nintendo,2012,1.0499999999999998
Pokemon Dash,Nintendo,2004,0.77
Pokemon Diamond/Pokemon Pearl,Nintendo,2006,18.35
Pokemon FireRed/Pokemon LeafGreen,Nintendo,2004,10.49
Pokemon Gold/Pokemon Silver,Nintendo,1999,23.09
Pokemon HeartGold/Pokemon SoulSilver,Nintendo,2009,11.9
Pokemon Mystery Dungeon: Explorers of Sky,Nintendo,2009,1.58
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,Nintendo,2007,4.96
Pokemon Mystery Dungeon: Gates to Infinity,Nintendo,2012,1.27
Pokemon Mystery Dungeon: Red/Blue Rescue Team,Nintendo,2005,2.05
Pokemon Omega Ruby/Pokemon Alpha Sapphire,Nintendo,2014,11.33
Pokemon Pinball,Nintendo,1999,5.3100000000000005
Pokemon Pinball: Ruby & Sapphire,Nintendo,2003,1.55
Pokemon Puzzle League,Nintendo,2000,0.45
Pokemon Ranger,Nintendo,2006,2.18
Pokemon Ranger: Guardian Signs,Nintendo,2010,1.32
Pokemon Ranger: Shadows of Almia,Nintendo,2008,2.29
Pokemon Red/Pokemon Blue,Nintendo,1996,31.380000000000003
Pokemon Ruby/Pokemon Sapphire,Nintendo,2002,15.84
Pokemon Rumble Blast,Nintendo,2011,1.15
Pokemon Rumble World,Nintendo,2015,0.09
Pokemon Snap,Nintendo,1999,3.6300000000000003
Pokemon Stadium,Nintendo,1999,5.449999999999999
Pokemon Super Mystery Dungeon,Nintendo,2015,1.1800000000000002
Pokemon Trozei!,Nintendo,2005,0.5900000000000001
Pokemon X/Pokemon Y,Nintendo,2013,14.349999999999998
Pokemon XD: Gale of Darkness,Nintendo,2005,1.24
PokePark 2: Wonders Beyond,Nintendo,2011,0.79
Poker for Dummies,Electronic Arts,2008,0.01
Pokken Tournament,Namco Bandai Games,2016,0.9199999999999999
Polar Bowler,Mumbo Jumbo,2008,0.02
Polaris,Tigervision,1982,0.28
Polaris SnoCross,Vatical Entertainment,2000,0.22
Polarium,Nintendo,2004,0.26
Pole Position,Atari,1982,1.1800000000000002
Policenauts,Konami Digital Entertainment,1995,0.06
Polly Pocket: Super Splash Island,Knowledge Adventure,2003,0.23
Pong / Asteroids / Yars' Revenge,Zoo Digital Publishing,2005,0.07
Pong: The Next Level,Hasbro Interactive,1998,1.01
Pony Friends,Eidos Interactive,2007,0.060000000000000005
Pony Friends 2,Eidos Interactive,2009,0.45
Pony Friends: Mini Breeds Edition,Eidos Interactive,2008,0.05
Pony Luv,GSP,2008,0.02
Pool Hall Pro,Playlogic Game Factory,2009,0.04
Pool Party,SouthPeak Games,2007,0.04
Pop Cutie! Street Fashion Simulation,Tecmo Koei,2008,0.06
Pop Cutie! Street Fashion Simulation (JP sales),Tecmo Koei,2008,0.03
PopCap Arcade Vol 1,PopCap Games,2007,0.04
PopCap Arcade Vol 2,PopCap Games,2009,0.03
PopCap Hits!,PopCap Games,2011,0.02
PopCap Hits! Vol 2,Mastertronic,2011,0.03
Popeye,Nintendo,1983,1.1
Popeye,Parker Bros.,1982,0.54
Popeye: Rush for Spinach,Atari,2005,0.03
Pop'n Music,Konami Digital Entertainment,2009,0.08
